location,target_end_date,target_type,true_value,location_name,population
GB,2021-10-24,Cases,38740,United Kingdom,66022273
GB,2021-10-24,Deaths,72,,
GB,2021-10-25,Cases,36100,United Kingdom,66022273
GB,2021-10-25,Deaths,38,,
GB,2021-10-26,Cases,43453,United Kingdom,66022273
GB,2021-10-26,Deaths,263,,
GB,2021-10-27,Cases,43922,United Kingdom,66022273
GB,2021-10-27,Deaths,207,,
GB,2021-10-28,Cases,39006,United Kingdom,66022273
GB,2021-10-28,Deaths,165,,
GB,2021-10-29,Cases,43081,United Kingdom,66022273
GB,2021-10-29,Deaths,186,,
GB,2021-10-30,Cases,40726,United Kingdom,66022273
GB,2021-10-30,Deaths,166,,
GB,2021-10-31,Cases,37667,United Kingdom,66022273
GB,2021-10-31,Deaths,74,,
GB,2021-11-01,Cases,39682,United Kingdom,66022273
GB,2021-11-01,Deaths,40,,
GB,2021-11-02,Cases,33546,United Kingdom,66022273
GB,2021-11-02,Deaths,292,,
GB,2021-11-03,Cases,40803,United Kingdom,66022273
GB,2021-11-03,Deaths,217,,
GB,2021-11-04,Cases,36559,United Kingdom,66022273
GB,2021-11-04,Deaths,214,,
GB,2021-11-05,Cases,33697,United Kingdom,66022273
GB,2021-11-05,Deaths,193,,
GB,2021-11-06,Cases,30150,United Kingdom,66022273
GB,2021-11-06,Deaths,155,,
GB,2021-11-07,Cases,29843,United Kingdom,66022273
GB,2021-11-07,Deaths,62,,
GB,2021-11-08,Cases,31982,United Kingdom,66022273
GB,2021-11-08,Deaths,57,,
GB,2021-11-09,Cases,32785,United Kingdom,66022273
GB,2021-11-09,Deaths,262,,
GB,2021-11-10,Cases,39325,United Kingdom,66022273
GB,2021-11-10,Deaths,214,,
GB,2021-11-11,Cases,42401,United Kingdom,66022273
GB,2021-11-11,Deaths,195,,
GB,2021-11-12,Cases,38900,United Kingdom,66022273
GB,2021-11-12,Deaths,145,,
GB,2021-11-13,Cases,37669,United Kingdom,66022273
GB,2021-11-13,Deaths,157,,
GB,2021-11-14,Cases,36128,United Kingdom,66022273
GB,2021-11-14,Deaths,63,,
GB,2021-11-15,Cases,39270,United Kingdom,66022273
GB,2021-11-15,Deaths,47,,
GB,2021-11-16,Cases,36821,United Kingdom,66022273
GB,2021-11-16,Deaths,214,,
GB,2021-11-17,Cases,37868,United Kingdom,66022273
GB,2021-11-17,Deaths,201,,
GB,2021-11-18,Cases,46858,United Kingdom,66022273
GB,2021-11-18,Deaths,199,,
GB,2021-11-19,Cases,44237,United Kingdom,66022273
GB,2021-11-19,Deaths,157,,
GB,2021-11-20,Cases,39881,United Kingdom,66022273
GB,2021-11-20,Deaths,150,,
GB,2021-11-21,Cases,39458,United Kingdom,66022273
GB,2021-11-21,Deaths,61,,
GB,2021-11-22,Cases,44434,United Kingdom,66022273
GB,2021-11-22,Deaths,45,,
GB,2021-11-23,Cases,42482,United Kingdom,66022273
GB,2021-11-23,Deaths,165,,
GB,2021-11-24,Cases,42435,United Kingdom,66022273
GB,2021-11-24,Deaths,149,,
GB,2021-11-25,Cases,46654,United Kingdom,66022273
GB,2021-11-25,Deaths,147,,
GB,2021-11-26,Cases,49344,United Kingdom,66022273
GB,2021-11-26,Deaths,160,,
GB,2021-11-27,Cases,39567,United Kingdom,66022273
GB,2021-11-27,Deaths,131,,
GB,2021-11-28,Cases,36507,United Kingdom,66022273
GB,2021-11-28,Deaths,51,,
GB,2021-11-29,Cases,42144,United Kingdom,66022273
GB,2021-11-29,Deaths,35,,
GB,2021-11-30,Cases,39713,United Kingdom,66022273
GB,2021-11-30,Deaths,159,,
GB,2021-12-01,Cases,47235,United Kingdom,66022273
GB,2021-12-01,Deaths,171,,
GB,2021-12-02,Cases,53067,United Kingdom,66022273
GB,2021-12-02,Deaths,141,,
GB,2021-12-03,Cases,50573,United Kingdom,66022273
GB,2021-12-03,Deaths,143,,
GB,2021-12-04,Cases,41457,United Kingdom,66022273
GB,2021-12-04,Deaths,127,,
GB,2021-12-05,Cases,43285,United Kingdom,66022273
GB,2021-12-05,Deaths,54,,
GB,2021-12-06,Cases,50850,United Kingdom,66022273
GB,2021-12-06,Deaths,41,,
GB,2021-12-07,Cases,45102,United Kingdom,66022273
GB,2021-12-07,Deaths,180,,
GB,2021-12-08,Cases,50617,United Kingdom,66022273
GB,2021-12-08,Deaths,161,,
GB,2021-12-09,Cases,50023,United Kingdom,66022273
GB,2021-12-09,Deaths,148,,
GB,2021-12-10,Cases,58184,United Kingdom,66022273
GB,2021-12-10,Deaths,120,,
GB,2021-12-11,Cases,52279,United Kingdom,66022273
GB,2021-12-11,Deaths,132,,
GB,2021-12-12,Cases,48071,United Kingdom,66022273
GB,2021-12-12,Deaths,52,,
GB,2021-12-13,Cases,53953,United Kingdom,66022273
GB,2021-12-13,Deaths,38,,
GB,2021-12-14,Cases,59077,United Kingdom,66022273
GB,2021-12-14,Deaths,150,,
GB,2021-12-15,Cases,77741,United Kingdom,66022273
GB,2021-12-15,Deaths,164,,
GB,2021-12-16,Cases,87565,United Kingdom,66022273
GB,2021-12-16,Deaths,146,,
GB,2021-12-17,Cases,92503,United Kingdom,66022273
GB,2021-12-17,Deaths,111,,
GB,2021-12-18,Cases,89074,United Kingdom,66022273
GB,2021-12-18,Deaths,125,,
GB,2021-12-19,Cases,81959,United Kingdom,66022273
GB,2021-12-19,Deaths,45,,
GB,2021-12-20,Cases,91734,United Kingdom,66022273
GB,2021-12-20,Deaths,43,,
GB,2021-12-21,Cases,89022,United Kingdom,66022273
GB,2021-12-21,Deaths,172,,
GB,2021-12-22,Cases,105330,United Kingdom,66022273
GB,2021-12-22,Deaths,140,,
GB,2021-12-23,Cases,122448,United Kingdom,66022273
GB,2021-12-23,Deaths,147,,
GB,2021-12-24,Cases,121371,United Kingdom,66022273
GB,2021-12-24,Deaths,137,,
GB,2021-12-25,Cases,121861,United Kingdom,66022273
GB,2021-12-25,Deaths,0,,
GB,2021-12-26,Cases,118945,United Kingdom,66022273
GB,2021-12-26,Deaths,0,,
GB,2021-12-27,Cases,107699,United Kingdom,66022273
GB,2021-12-27,Deaths,146,,
GB,2021-12-28,Cases,138025,United Kingdom,66022273
GB,2021-12-28,Deaths,18,,
GB,2021-12-29,Cases,182104,United Kingdom,66022273
GB,2021-12-30,Cases,188124,United Kingdom,66022273
GB,2021-12-31,Cases,189836,United Kingdom,66022273
GB,2022-01-01,Cases,162572,United Kingdom,66022273
