location,target_end_date,target_type,true_value,location_name,population,status,forecast_date,quantile,prediction,horizon,model
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.1,9138.22676060928,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.15,9561.46680084684,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.2,9912.94179172725,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.25,10225.5839331244,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.3,10515.4016224781,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.35,10791.8540907755,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.4,11061.4080928435,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.45,11329.0908903312,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.5,11599.3209333333,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.55,11876.4677153801,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.6,12165.3535872798,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.65,12471.8559376729,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.7,12803.8178129208,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.75,13172.6752122613,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.8,13596.8096125011,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.85,14109.6593946181,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.9,14784.4294250442,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.95,15848.5497977048,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.975,16837.6544335648,1,rt crowd
GB,2021-05-29,Cases,20499,United Kingdom,66022273,ok,2021-05-24,0.99,18070.9891738674,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.01,20.0823737055855,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.025,22.6562794940561,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.05,24.7174396415457,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.1,27.5935166979172,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.15,29.8418204106808,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.2,32.4166368277133,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.25,34.6540863617051,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.3,36.6932065644545,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.35,38.6960068933862,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.4,40.5873617997502,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.45,42.4626329173785,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.5,44.425,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.55,46.4102907417848,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.6,48.4114432149596,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.65,50.7033199240308,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.7,53.0409912746699,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.75,55.7082079975278,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.8,58.9730719480897,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.85,62.9275475228374,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.9,68.1746943149638,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.95,76.6109610467068,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.975,85.8788527527888,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.99,97.7941070263761,1,crowd-ensemble
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.01,25.796,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.025,31.19,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.05,34.99,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.1,40.8,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.15,45,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.2,48.56,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.25,51.6,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.3,54.34,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.35,57.2,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.4,59.8,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.45,62.4,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.5,65.3,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.55,68.2,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.6,71,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.65,74.6,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.7,78,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.75,82.05,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.8,87.44,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.85,94,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.9,102.8,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.95,117.22,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.975,135.64,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.99,159.628,1,direct crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.01,17.8848251308106,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.025,19.3740792994623,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.05,20.7664548882941,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.1,22.51410004327,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.15,24.0117513378657,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.2,26.2076509922184,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.25,28.1364272700532,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.3,29.9059783200139,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.35,31.5790864677655,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.4,33.1978855688849,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.45,34.794414808678,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.5,36.3961538461538,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.55,38.029633334779,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.6,39.7235367591748,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.65,41.5122891255811,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.7,43.4413725341583,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.75,45.5767495350384,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.8,48.0242534665857,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.85,50.9766042623903,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.9,54.8572690514883,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.95,60.9920999108248,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.975,66.7399499653998,1,rt crowd
GB,2021-05-29,Deaths,91,United Kingdom,66022273,anomaly,2021-05-24,0.99,74.0118404980592,1,rt crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.01,7342.77838019827,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.025,8021.57100308546,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.05,8690.79486022935,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.1,9532.1858457263,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.15,10156.4551579062,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.2,10695.3544965829,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.25,11160.105889671,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.3,11630.7840518507,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.35,12058.6756042309,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.4,12486.7328972587,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.45,12929.961720642,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.5,13381.7295454545,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.55,13856.9614494532,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.6,14355.3979721325,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.65,14865.1938324813,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.7,15432.8393343587,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.75,16096.2654155596,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.8,16848.9777828822,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.85,17772.3917480591,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.9,19006.975375819,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.95,20960.8531986422,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.975,22838.4688322003,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.99,25509.2744105956,2,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.01,12507.8161902534,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.025,13787.5087782453,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.05,15051.9200472079,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.1,16660.3709169204,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.15,17853.4789444826,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.2,18863.4312000627,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.25,19732.3639854937,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.3,20606.8831979515,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.35,21420.3502630877,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.4,22227.1466018534,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.45,23049.5359507629,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.5,23889.9729411765,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.55,24758.1244353886,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.6,25703.9329390381,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.65,26713.5507066634,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.7,27840.1656030648,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.75,29135.3473352496,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.8,30676.7154903903,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.85,32635.2816356011,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.9,35240.5012505595,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.95,39702.2198535137,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.975,44197.9516832723,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.99,50176.6585870648,1,crowd-ensemble
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.01,7011.926,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.025,7825.825,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.05,8731.26,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.1,9867.6,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.15,10742.1,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.2,11538.04,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.25,12166.55,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.3,12911.98,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.35,13519.2,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.4,14148.72,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.45,14843.82,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.5,15554.7,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.55,16326,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.6,17132.72,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.65,17893.01,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.7,18771.08,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.75,19874.25,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.8,21077.24,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.85,22560.85,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.9,24551.3,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.95,27613.09,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.975,30615,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-24,0.99,35658.852,2,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.01,11083.2275,1,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.025,12267.89375,1,direct crowd
GB,2021-06-05,Cases,30724,United Kingdom,66022273,ok,2021-05-31,0.05,13597.95,1,direct crowd
