location,target_end_date,target_type,true_value,location_name,population,status,forecast_date,quantile,prediction,horizon,model
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.01,40.9861079660545,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.025,47.0216128962645,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.05,52.628831647566,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.1,59.8965574365791,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.15,65.5705635040251,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.2,70.3272233337041,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.25,74.6191246514319,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.3,78.9214465265741,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.35,82.9368492749878,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.4,87.0332237628222,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.45,91.2609692978684,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.5,95.5897959183673,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.55,100.270604629957,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.6,105.140738888981,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.65,110.591910864193,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.7,116.592774402234,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.75,123.363820254615,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.8,131.476202579758,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.85,141.904803088651,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.9,155.915943460941,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.95,179.88663303261,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.975,204.011452506458,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.99,238.063700575959,2,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.01,42.9372123078764,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.025,47.4107368899634,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.05,51.6054823852435,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.1,56.9219076157319,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.15,60.4619645375091,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.2,63.5658841229208,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.25,66.4027929795,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.3,68.9876430256187,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.35,71.5282631858412,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.4,73.9847660038398,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.45,76.5587051471676,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.5,78.91625,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.55,81.5289210911864,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.6,84.3226381803861,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.65,87.2277567638174,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.7,90.3524293412661,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.75,94.1615740320737,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.8,98.5234810064859,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.85,103.887595718732,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.9,111.281925540574,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.95,123.207085250986,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.975,135.141592138352,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.99,151.276524928887,1,crowd-ensemble
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.01,19.79,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.025,25.795,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.05,31.19,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.1,38.4,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.15,43.4,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.2,47.8,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.25,52.8,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.3,56.94,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.35,60.4,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.4,64.92,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.45,69.6,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.5,74.7,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.55,79.2,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.6,84.2,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.65,90.6,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.7,96.66,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.75,104.05,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.8,114.4,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.85,128.23,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.9,147.02,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.95,182.88,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.975,221.045,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.99,265.236,4,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.01,48.245,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.025,56.49375,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.05,64.5,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.1,73.725,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.15,81.9625,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.2,89,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.25,95.25,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.3,100.675,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.35,106,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.4,112.4,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.45,117.775,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.5,124.75,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.55,131.25,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.6,137.75,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.65,144.8375,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.7,152.25,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.75,161.25,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.8,172.6,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.85,186.2875,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.9,204.05,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.95,235.5375,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.975,264.525,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.99,302.77,3,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.01,59.085,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.025,69.675,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.05,78.49,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.1,89.49,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.15,98.555,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.2,105.6,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.25,111.625,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.3,118.34,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.35,123.9,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.4,129.82,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.45,136.1,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.5,142.35,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.55,149.535,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.6,156.54,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.65,164.87,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.7,173.79,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.75,183.5,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.8,195.34,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.85,211.36,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.9,231.62,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.95,267.53,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.975,304.13,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.99,361.253,2,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.01,58.3233333333333,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.025,65.8291666666667,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.05,72.8083333333333,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.1,81.65,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.15,86.6666666666667,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.2,91.3333333333333,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.25,95.6666666666667,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.3,99.4,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.35,103.166666666667,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.4,106.666666666667,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.45,110.591666666667,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.5,113.5,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.55,117.166666666667,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.6,121.166666666667,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.65,125.058333333333,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.7,129.05,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.75,134.666666666667,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.8,140.833333333333,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.85,148.333333333333,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.9,159.016666666667,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.95,175.683333333333,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.975,193.204166666667,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.99,218.2,1,direct crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.01,10.563104501228,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.025,11.9050239039208,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.05,13.2521752661986,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.1,15.0857801466337,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.15,17.4120455486952,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.2,20.291868843753,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.25,22.8873675644984,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.3,25.3318964104373,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.35,27.7069664917815,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.4,30.0716998558933,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.45,32.4761171623647,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.5,34.9689230769231,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.55,37.6037415461827,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.6,40.446038583339,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.65,43.5830493173998,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.7,47.1406637278953,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.75,51.3160784841261,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.8,56.449562126377,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.85,63.2100554205316,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.9,73.208617774071,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.95,92.2043123054815,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.975,114.483033564282,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-24,0.99,150.661253446422,4,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.01,28.8057964286256,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.025,33.4439799434598,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.05,38.2006872253716,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.1,44.8040544932991,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.15,50.0977767606133,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.2,54.8850901213285,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.25,59.4634745009344,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.3,63.9926821225617,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.35,68.5817443552159,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.4,73.320617505487,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.45,78.295918852445,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.5,83.6018181818182,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.55,89.3506912467662,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.6,95.6868670546619,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.65,102.807840270321,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.7,111.001155075805,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.75,120.715495075182,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.8,132.7145001488,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.85,148.465104273389,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.9,171.378317631292,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.95,212.955764293902,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.975,258.099827076327,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-05-31,0.99,324.038465191454,3,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.01,35.6577435603981,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.025,40.3931524202107,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.05,45.0392937592918,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.1,51.1548010057452,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.15,55.8015622894303,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.2,59.8283935972778,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.25,63.5389867669356,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.3,67.0872898951764,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.35,70.5696461305745,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.4,74.0572170538684,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.45,77.6108306045516,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.5,81.2897297297297,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.55,85.1585045687311,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.6,89.294585371593,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.65,93.7986323780928,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.7,98.8116108477302,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.75,104.546656685182,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.8,111.356417136319,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.85,119.899264462926,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.9,131.656484092828,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.95,151.399478127711,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.975,171.079651276762,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-07,0.99,197.429391465437,2,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.01,38.3409402794664,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.025,41.7518385643465,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.05,44.9601405978479,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.1,49.0160956912981,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.15,51.9938660481689,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.2,54.5131824084909,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.25,56.7905274291963,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.3,58.9328324816258,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.35,61.0048039924117,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.4,63.0522169316391,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.45,65.1122793111543,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.5,67.2194117647059,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.55,69.4094501871859,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.6,71.7237951353085,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.65,74.2148115091601,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.7,76.9544068057704,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.75,80.0497750402365,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.8,83.6763601510148,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.85,88.1586539804078,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.9,94.2198096802639,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.95,104.160867087058,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.975,113.825979949911,1,rt crowd
GB,2021-06-19,Deaths,109,United Kingdom,66022273,anomaly,2021-06-14,0.99,126.457401981598,1,rt crowd
GB,2021-06-26,Cases,96843,United Kingdom,66022273,ok,2021-05-31,0.01,14465.7728634284,4,crowd-ensemble
GB,2021-06-26,Cases,96843,United Kingdom,66022273,ok,2021-05-31,0.025,16972.2456804879,4,crowd-ensemble
GB,2021-06-26,Cases,96843,United Kingdom,66022273,ok,2021-05-31,0.05,19442.6684357096,4,crowd-ensemble
GB,2021-06-26,Cases,96843,United Kingdom,66022273,ok,2021-05-31,0.1,23141.5472082893,4,crowd-ensemble
GB,2021-06-26,Cases,96843,United Kingdom,66022273,ok,2021-05-31,0.15,26070.1470808182,4,crowd-ensemble
GB,2021-06-26,Cases,96843,United Kingdom,66022273,ok,2021-05-31,0.2,28646.9816258343,4,crowd-ensemble
