location,forecast_date,quantile,prediction,horizon,model,target_end_date,target_type,expert
GB,2021-06-07,0.7,208.3,3,EpiNow2,2021-06-26,Deaths,
GB,2021-06-07,0.75,233,3,EpiNow2,2021-06-26,Deaths,
GB,2021-06-07,0.75,233,3,EpiNow2,2021-06-26,Deaths,
GB,2021-06-07,0.8,269.2,3,EpiNow2,2021-06-26,Deaths,
GB,2021-06-07,0.8,269.2,3,EpiNow2,2021-06-26,Deaths,
GB,2021-06-07,0.85,309,3,EpiNow2,2021-06-26,Deaths,
GB,2021-06-07,0.85,309,3,EpiNow2,2021-06-26,Deaths,
GB,2021-06-07,0.9,379,3,EpiNow2,2021-06-26,Deaths,
GB,2021-06-07,0.9,379,3,EpiNow2,2021-06-26,Deaths,
GB,2021-06-07,0.95,511.5,3,EpiNow2,2021-06-26,Deaths,
GB,2021-06-07,0.95,511.5,3,EpiNow2,2021-06-26,Deaths,
GB,2021-06-07,0.975,651.2,3,EpiNow2,2021-06-26,Deaths,
GB,2021-06-07,0.975,651.2,3,EpiNow2,2021-06-26,Deaths,
GB,2021-06-07,0.99,921.309999999999,3,EpiNow2,2021-06-26,Deaths,
GB,2021-06-07,0.99,921.309999999999,3,EpiNow2,2021-06-26,Deaths,
GB,2021-06-07,0.01,40.99,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.01,40.99,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.025,52.975,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.025,52.975,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.05,69.95,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.05,69.95,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.1,83.9,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.1,83.9,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.15,97,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.15,97,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.2,111,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.2,111,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.25,124,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.25,124,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.3,140,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.3,140,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.35,153,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.35,153,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.4,170.6,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.4,170.6,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.45,184.55,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.45,184.55,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.5,205,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.5,205,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.55,224,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.55,224,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.6,248.4,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.6,248.4,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.65,280.35,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.65,280.35,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.7,322.3,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.7,322.3,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.75,366,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.75,366,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.8,421.2,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.8,421.2,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.85,500.15,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.85,500.15,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.9,692.2,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.9,692.2,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.95,979.599999999999,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.95,979.599999999999,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.975,1295.625,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.975,1295.625,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.99,1713.69,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-07,0.99,1713.69,4,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.01,36177,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.01,36177,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.025,37802.5,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.025,37802.5,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.05,40046,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.05,40046,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.1,43971,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.1,43971,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.15,47338,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.15,47338,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.2,50803,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.2,50803,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.25,53996,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.25,53996,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.3,57604,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.3,57604,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.35,60647,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.35,60647,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.4,63519,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.4,63519,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.45,66782,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.45,66782,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.5,70286,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.5,70286,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.55,73536,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.55,73536,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.6,77225,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.6,77225,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.65,81656,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.65,81656,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.7,86137,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.7,86137,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.75,90901,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.75,90901,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.8,98047,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.8,98047,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.85,105548,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.85,105548,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.9,116429,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.9,116429,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.95,129834,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.95,129834,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.975,141191,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.975,141191,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.99,150688,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.99,150688,1,EpiNow2,2021-06-19,Cases,
GB,2021-06-14,0.01,39249,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.01,39249,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.025,41502,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.025,41502,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.05,46595,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.05,46595,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.1,53713,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.1,53713,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.15,59887,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.15,59887,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.2,65079,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.2,65079,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.25,70842,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.25,70842,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.3,76759,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.3,76759,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.35,82715,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.35,82715,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.4,89468,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.4,89468,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.45,96662,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.45,96662,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.5,104636,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.5,104636,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.55,112472,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.55,112472,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.6,120532,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.6,120532,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.65,130799,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.65,130799,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.7,140495,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.7,140495,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.75,152653,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.75,152653,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.8,165519,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.8,165519,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.85,183367,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.85,183367,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.9,210728,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.9,210728,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.95,253051,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.95,253051,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.975,283390,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.975,283390,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.99,306597,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.99,306597,2,EpiNow2,2021-06-26,Cases,
GB,2021-06-14,0.01,41200,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.01,41200,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.025,45561,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.025,45561,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.05,52866,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.05,52866,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.1,63062,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.1,63062,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.15,69453,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.15,69453,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.2,78442,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.2,78442,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.25,86779,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.25,86779,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.3,95444,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.3,95444,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.35,105561,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.35,105561,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.4,115453,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.4,115453,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.45,127448,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.45,127448,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.5,139622,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.5,139622,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.55,152224,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.55,152224,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.6,166449,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.6,166449,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.65,181385,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.65,181385,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.7,201839,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.7,201839,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.75,224900,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.75,224900,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.8,248163,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.8,248163,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.85,280829,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.85,280829,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.9,325893,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.9,325893,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.95,387918,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.95,387918,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.975,434640,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.975,434640,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.99,469789,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.99,469789,3,EpiNow2,2021-07-03,Cases,
GB,2021-06-14,0.01,40416,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.01,40416,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.025,44814,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.025,44814,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.05,53187,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.05,53187,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.1,65944,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.1,65944,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.15,79061,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.15,79061,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.2,89196,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.2,89196,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.25,102017,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.25,102017,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.3,112716,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.3,112716,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.35,125953,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.35,125953,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.4,137847,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.4,137847,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.45,154294,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.45,154294,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.5,168138,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.5,168138,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.55,184675,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.55,184675,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.6,202077,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.6,202077,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.65,218872,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.65,218872,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.7,237706,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.7,237706,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.75,262078,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.75,262078,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.8,289946,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.8,289946,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.85,324128,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.85,324128,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.9,356867,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.9,356867,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.95,410395,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.95,410395,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.975,437926.5,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.975,437926.5,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.99,466743,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.99,466743,4,EpiNow2,2021-07-10,Cases,
GB,2021-06-14,0.01,44.99,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.01,44.99,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.025,51.975,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.025,51.975,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.05,59,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.05,59,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.1,68,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.1,68,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.15,75,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.15,75,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.2,81,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.2,81,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.25,88,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.25,88,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.3,93,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.3,93,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.35,99,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.35,99,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.4,103,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.4,103,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.45,108,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.45,108,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.5,113,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.5,113,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.55,118,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.55,118,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.6,124,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.6,124,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.65,129,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.65,129,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.7,135,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.7,135,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.75,144.25,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.75,144.25,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.8,154,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.8,154,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.85,168,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.85,168,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.9,184,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.9,184,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.95,210,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.95,210,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.975,242,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.975,242,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.99,265.04,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.99,265.04,1,EpiNow2,2021-06-19,Deaths,
GB,2021-06-14,0.01,64.99,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.01,64.99,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.025,73.975,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.025,73.975,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.05,87,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.05,87,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.1,103,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.1,103,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.15,113,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.15,113,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.2,120,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.2,120,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.25,128,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.25,128,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.3,138,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.3,138,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.35,145,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.35,145,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.4,154,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.4,154,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.45,161,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.45,161,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.5,168,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.5,168,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.55,177.45,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.55,177.45,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.6,186,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.6,186,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.65,194,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.65,194,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.7,206,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.7,206,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.75,221,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.75,221,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.8,239,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.8,239,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.85,264.3,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.85,264.3,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.9,299,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.9,299,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.95,382.1,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.95,382.1,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.975,446.2,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.975,446.2,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.99,560.01,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.99,560.01,2,EpiNow2,2021-06-26,Deaths,
GB,2021-06-14,0.01,74.98,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.01,74.98,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.025,89.975,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.025,89.975,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.05,102.9,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.05,102.9,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.1,125,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.1,125,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.15,143.85,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.15,143.85,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.2,160,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.2,160,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.25,176.75,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.25,176.75,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.3,188,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.3,188,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.35,203,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.35,203,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.4,217,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.4,217,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.45,236,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.45,236,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.5,248.5,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.5,248.5,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.55,268,3,EpiNow2,2021-07-03,Deaths,
GB,2021-06-14,0.55,268,3,EpiNow2,2021-07-03,Deaths,
